"Segment_ID","Assessment","Record_ID","Stream_Lak","Stream_Nam","Lake_Name","Beach_Name","LLID_Strea","LLID_Str_1","LLID_Lake","EPA_Beach_","HUC_4th_Co","HUC_4th_Na","HUC_3rd_Na","Miles","RM1","RM2","SegmentMil","Pollutant","Pollutant_","Season","Season_ID","Assessme_1","Assessme_2","Action","Action_ID","Criteria","Criteria_I","AffectedUs","Listing_St","Status_ID","PreviousSt","PreviousAc","ListingYea","TMDLInfo","Comments","Summary","Shape_Leng","PlanName"
1114,11438,1958,"Long Creek","Long Creek",NA,NA,"1211600427263","1211600427263",NA,NA,"18010202","Sprague","Klamath","0 to 15.6",0,15.6,15.6,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",80914.4780423,"Klamath Headwaters"
1114,10073,2042,"Long Creek","Long Creek",NA,NA,"1211600427263","1211600427263",NA,NA,"18010202","Sprague","Klamath","0 to 15.6",0,15.6,15.6,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,80914.4780423,"Klamath Headwaters"
8796,14207,20911,"Williamson River","Williamson River",NA,NA,"1219591424414","1219591424414",NA,NA,"18010201; 18010203","Williamson; Upper Klamath Lake","Klamath","0 to 94.6",0,94.6,94.6,"Dissolved Oxygen",6,"January 1 - May 15",41,2004,"2005/04/11","No 2010 action",21,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,"Resident trout spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status:  Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"Previous Data:  [DEQ] LASAR 10770 River Mile 6.5: From 1/11/1994 to 3/19/2003, 14 out of 28 samples (50%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 21527 River Mile 28.4: From 5/2/2000 to 5/2/2000, 1 out of 1 samples (100%) < 11 mg/l and applic",485572.561296,"Klamath Headwaters"
1098,11442,1964,"South Fork Sprague River","South Fork Sprague River",NA,NA,"1211099424385","1211099424385",NA,NA,"18010202","Sprague","Klamath","0 to 27.7",0,27.7,27.7,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",144041.679749,"Klamath Headwaters"
1240,11450,1973,"Williamson River","Williamson River",NA,NA,"1219591424414","1219591424414",NA,NA,"18010201","Williamson","Klamath","35.6 to 94.6",35.6,94.6,59,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",302806.104935,"Klamath Headwaters"
1098,10077,2046,"South Fork Sprague River","South Fork Sprague River",NA,NA,"1211099424385","1211099424385",NA,NA,"18010202","Sprague","Klamath","0 to 27.7",0,27.7,27.7,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish spawning; Salmonid fish rearing","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,144041.679749,"Klamath Headwaters"
1098,10101,2136,"South Fork Sprague River","South Fork Sprague River",NA,NA,"1211099424385","1211099424385",NA,NA,"18010202","Sprague","Klamath","0 to 27.7",0,27.7,27.7,"Flow Modification",8,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,144041.679749,"Klamath Headwaters"
8414,17394,14769,"South Fork Sprague River","South Fork Sprague River",NA,NA,"1211099424385","1211099424385",NA,NA,"18010202","Sprague","Klamath","0 to 31.3",0,31.3,31.3,"E. Coli",2,"Summer",1,2004,"2005/04/25","No 2010 action",21,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status:  Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"Previous Data:  [DEQ] LASAR 21533 River Mile 0.9: From 8/17/1999 to 8/23/2000, 2 out of 5 samples (40%) > 406 organisms; maximum 30-day log mean of 0
[DEQ] LASAR 21564 River Mile 10.3: From 8/17/1999 to 8/23/2000, 0 out of 4 samples (0%) > 406 organisms",162359.990366,"Klamath Headwaters"
1235,10092,2061,"Wood River","Wood River",NA,NA,"1219445425983","1219445425983",NA,NA,"18010203","Upper Klamath Lake","Klamath","0 to 17.8",0,17.8,17.8,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,84663.4192625,"Klamath Headwaters"
1096,11432,1952,"Coyote Creek","Coyote Creek",NA,NA,"1211088428621","1211088428621",NA,NA,"18010202","Sprague","Klamath","0 to 10.4",0,10.4,10.4,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",54597.7741354,"Klamath Headwaters"
1240,10091,2060,"Williamson River","Williamson River",NA,NA,"1219591424414","1219591424414",NA,NA,"18010201","Williamson","Klamath","35.6 to 94.6",35.6,94.6,59,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,302806.104935,"Klamath Headwaters"
1091,10074,2043,"Meryl Creek","Meryl Creek",NA,NA,"1211007424883","1211007424883",NA,NA,"18010202","Sprague","Klamath","0 to 15",0,15,15,"Flow Modification",8,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,78433.8301278,"Klamath Headwaters"
1033,11429,1948,"Brownsworth Creek","Brownsworth Creek",NA,NA,"1209141423918","1209141423918",NA,NA,"18010202","Sprague","Klamath","3.2 to 8.8",3.2,8.8,5.6,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Bull Trout: 10.0 C",20,"Salmonid fish rearing; Salmonid fish spawning","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",29523.4715937,"Klamath Headwaters"
1032,11428,1947,"Brownsworth Creek","Brownsworth Creek",NA,NA,"1209141423918","1209141423918",NA,NA,"18010202","Sprague","Klamath","0 to 3.2",0,3.2,3.2,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",16850.9701901,"Klamath Headwaters"
1235,10108,2143,"Wood River","Wood River",NA,NA,"1219445425983","1219445425983",NA,NA,"18010203","Upper Klamath Lake","Klamath","0 to 17.8",0,17.8,17.8,"Flow Modification",8,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,84663.4192625,"Klamath Headwaters"
1239,11449,1972,"Williamson River","Williamson River",NA,NA,"1219591424414","1219591424414",NA,NA,"18010201","Williamson","Klamath","12.5 to 35.6",12.5,35.6,23.1,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",118612.687612,"Klamath Headwaters"
1221,10076,2045,"Sprague River","Sprague River",NA,NA,"1218738425716","1218738425716",NA,NA,"18010202","Sprague","Klamath","0 to 79.2",0,79.2,79.2,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,408813.69157,"Klamath Headwaters"
1221,18159,2156,"Sprague River","Sprague River",NA,NA,"1218738425716","1218738425716",NA,NA,"18010202","Sprague","Klamath","0 to 79.2",0,79.2,79.2,"pH",10,"Summer",1,2004,"2006/01/31","No 2010 action",21,"pH 6.5 to 9.0",28,"Resident fish and aquatic life; Salmonid fish rearing; Anadromous fish passage; Water contact recreation; Salmonid fish spawning","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status:  Cat 4A:  Water quality limited, TMDL approved","Previous Action:  No status change","Previous Assessment Year:  2004",NA,NA,"Previous Data:  TMDL Approved: 8/7/2002",408813.69157,"Klamath Headwaters"
1239,10083,2052,"Williamson River","Williamson River",NA,NA,"1219591424414","1219591424414",NA,NA,"18010201","Williamson","Klamath","12.5 to 35.6",12.5,35.6,23.1,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,118612.687612,"Klamath Headwaters"
1138,11431,2185,"Calahan Creek","Calahan Creek",NA,NA,"1212668428377","1212668428377",NA,NA,"18010202","Sprague","Klamath","0 to 7",0,7,7,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",36762.7040425,"Klamath Headwaters"
1146,10078,2047,"Sycan River","Sycan River",NA,NA,"1212872424605","1212872424605",NA,NA,"18010202","Sprague","Klamath","0 to 64.1",0,64.1,64.1,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,331673.566619,"Klamath Headwaters"
1021,11437,1957,"Leonard Creek","Leonard Creek",NA,NA,"1208634424283","1208634424283",NA,NA,"18010202","Sprague","Klamath","0 to 3.1",0,3.1,3.1,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Bull Trout: 10.0 C",20,"Salmonid fish rearing; Salmonid fish spawning","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",16275.3356421,"Klamath Headwaters"
11839,14568,11941,"Sprague River","Sprague River",NA,NA,"1218738425716","1218738425716",NA,NA,"18010202","Sprague","Klamath","0 to 45.7",0,45.7,45.7,"Dissolved Oxygen",6,"Year Around (Non-spawning)",71,2004,"2005/04/11","No 2010 action",21,"Cold water: Not less than 8.0 mg/l or 90% of saturation",7,"Cold-water aquatic life","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status:  Cat 4A:  Water quality limited, TMDL approved","Previous Action:  No status change","Previous Assessment Year:  2004",NA,NA,"Previous Data:  TMDL Approved: 8/7/2002",236111.927284,"Klamath Headwaters"
1016,11430,1949,"Buckboard Creek","Buckboard Creek",NA,NA,"1208017423901","1208017423901",NA,NA,"18010202","Sprague","Klamath","0 to 5",0,5,5,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",26289.08097,"Klamath Headwaters"
1015,11441,1961,"Pothole Creek","Pothole Creek",NA,NA,"1208013423720","1208013423720",NA,NA,"18010202","Sprague","Klamath","0 to 6.1",0,6.1,6.1,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",31933.1284489,"Klamath Headwaters"
1240,10107,2142,"Williamson River","Williamson River",NA,NA,"1219591424414","1219591424414",NA,NA,"18010201","Williamson","Klamath","35.6 to 94.6",35.6,94.6,59,"Flow Modification",8,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,302806.104935,"Klamath Headwaters"
1238,11448,1971,"Williamson River","Williamson River",NA,NA,"1219591424414","1219591424414",NA,NA,"18010201; 18010203","Williamson; Upper Klamath Lake","Klamath","0 to 12.5",0,12.5,12.5,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",64153.7687494,"Klamath Headwaters"
1080,11434,1953,"Deming Creek","Deming Creek",NA,NA,"1210743424272","1210743424272",NA,NA,"18010202","Sprague","Klamath","6.7 to 12.5",6.7,12.5,5.8,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Bull Trout: 10.0 C",20,"Salmonid fish rearing; Salmonid fish spawning","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",30309.8571475,"Klamath Headwaters"
1079,11433,2172,"Deming Creek","Deming Creek",NA,NA,"1210743424272","1210743424272",NA,NA,"18010202","Sprague","Klamath","0 to 6.7",0,6.7,6.7,"Temperature",12,"Summer",1,2002,"2002/11/04","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  Approval Date: 8/7/2002",35035.2784429,"Klamath Headwaters"
1259,2062,2100,"Spencer Creek","Spencer Creek",NA,NA,"1220277421487","1220277421487",NA,NA,"18010206","Upper Klamath","Klamath","0 to 18.9",0,18.9,18.9,"Sedimentation",11,"Undefined",72,1998,"1998/12/01","No 2010 action",21,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",5,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","303(d)",3,"Previous Status:  303(d)","Previous Action:  Added to database","Previous Assessment Year:  1998",NA,NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",99183.5472897,"Klamath Headwaters"
1286,10082,2051,"Cherry Creek","Cherry Creek",NA,NA,"1220692426275","1220692426275",NA,NA,"18010203","Upper Klamath Lake","Klamath","0 to 9.7",0,9.7,9.7,"Flow Modification",8,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,50715.3356238,"Klamath Headwaters"
1292,2061,2099,"Miners Creek","Miners Creek",NA,NA,"1220956422177","1220956422177",NA,NA,"18010206","Upper Klamath","Klamath","0 to 4.3",0,4.3,4.3,"Sedimentation",11,"Undefined",72,1998,"1998/12/01","No 2010 action",21,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",5,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","303(d)",3,"Previous Status:  303(d)","Previous Action:  Added to database","Previous Assessment Year:  1998",NA,NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",22543.4318123,"Klamath Headwaters"
1320,10071,2040,"Klamath River","Klamath River",NA,NA,"1221913420005","1221913420005",NA,NA,"18010204; 18010206","Lost; Upper Klamath","Klamath","231 to 250",231,250,19,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,100306.123263,"Klamath Headwaters"
1378,2124,2163,"Keene Creek","Keene Creek",NA,NA,"1223681420918","1223681420918",NA,NA,"18010206","Upper Klamath","Klamath","0 to 7.2",0,7.2,7.2,"Temperature",12,"Summer",1,1998,"1998/12/01","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","303(d)",3,"Previous Status:  303(d)","Previous Action:  Added to database","Previous Assessment Year:  1998",NA,NA,"Previous Data:  BLM Data (Site at BLM line Section 17 below Lincoln Creek): 7 day average of daily maximums of 63.6/67.1/69.0°F  for years 1995/1996/1997.  Two of three years exceed temperature standard (64).",37882.5833418,"Klamath Headwaters"
1290,10093,2062,"Clover Creek","Clover Creek",NA,NA,"1220820421968","1220820421968",NA,NA,"18010206","Upper Klamath","Klamath","0 to 8.4",0,8.4,8.4,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,44160.6755103,"Klamath Headwaters"
1318,10081,2050,"Klamath River","Klamath River",NA,NA,"1221913420005","1221913420005",NA,NA,"18010206","Upper Klamath","Klamath","207 to 231",207,231,24,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,117886.091271,"Klamath Headwaters"
1320,10098,2133,"Klamath River","Klamath River",NA,NA,"1221913420005","1221913420005",NA,NA,"18010204; 18010206","Lost; Upper Klamath","Klamath","231 to 250",231,250,19,"Flow Modification",8,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,100306.123263,"Klamath Headwaters"
1259,10069,2038,"Spencer Creek","Spencer Creek",NA,NA,"1220277421487","1220277421487",NA,NA,"18010206","Upper Klamath","Klamath","0 to 18.9",0,18.9,18.9,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,99183.5472897,"Klamath Headwaters"
11850,14610,21093,"Klamath River","Klamath River",NA,NA,"1221913420005","1221913420005",NA,NA,"18010204; 18010206","Lost; Upper Klamath","Klamath","231.1 to 251",231.1,251,19.9,"Dissolved Oxygen",6,"Year Around (Non-spawning)",71,2004,"2005/04/11","No 2010 action",21,"Cool water: Not less than 6.5 mg/l",8,"Cool-water aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status:  Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"Previous Data:  [DEQ] LASAR 10768 River Mile 232.8: From 7/19/1994 to 9/23/2003, 5 out of 24 samples (21%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10768 River Mile 232.8: From 1/11/1994 to 11/18/2003, 0 out of 48 samples (0%) < 6.5 mg/l and",105057.465985,"Klamath Headwaters"
8877,14609,11982,"Klamath River","Klamath River",NA,NA,"1221913420005","1221913420005",NA,NA,"18010206","Upper Klamath","Klamath","207 to 231.1",207,231.1,24.1,"Dissolved Oxygen",6,"Year Around (Non-spawning)",71,2004,"2006/01/05","No 2010 action",21,"Cold water: Not less than 8.0 mg/l or 90% of saturation",7,"Cold-water aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status:  Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"Previous Data:  DEQ] LASAR 26068 River Mile 207.6: From 9/11/2001 to 9/12/2001, 0 out of 2 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 10764 River Mile 219.3: From 7/19/1994 to 11/19/2003, 6 out of 31 samples (19%) < 8 mg/",118414.018361,"Klamath Headwaters"
1323,11423,2085,"Klamath River / Agency Lake","Klamath River","Agency Lake",NA,"1221913420005/1219568425425","1221913420005","1219568425425",NA,"18010203","Upper Klamath Lake","Klamath","275 to 282",275,282,7,"pH",10,"Summer",1,2002,"2002/11/04","No 2010 action",21,"pH 6.5 to 8.5",16,"Anadromous fish passage; Water contact recreation; Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  TMDL Approved: 8/7/2002",36954.8874067,"Klamath Headwaters"
8877,14214,11587,"Klamath River","Klamath River",NA,NA,"1221913420005","1221913420005",NA,NA,"18010206","Upper Klamath","Klamath","207 to 231.1",207,231.1,24.1,"Dissolved Oxygen",6,"January 1 - May 15",41,2004,"2006/01/05","No 2010 action",21,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,"Resident trout spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status:  Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 10764 River Mile 219.3: From 3/29/1994 to 3/20/2003, 4 out of 23 samples (17%) < 8 mg/l and applicable % saturation.",118414.018361,"Klamath Headwaters"
