"ASSESSMENT","RECORD_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STREA","LLID_STR_1","LLID_LAKE","EPA_BEACH_","SEGMENT_ID","HUC_4TH_CO","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","SEGMENT_MI","POLLUTANT","POLLUTANT_","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY","Shape_Leng","PlanName"
18140,15515,"Klamath River/Ewauna, Lake","Klamath River","Ewauna, Lake",NA,0,1221913420010,1218317421620,NA,11652,"18010204; 18010206","Lost; Upper Klamath","Klamath","232.7 to 253.7",232.7,253.7,21,"pH",10,"Summer",1,2004,"2005/04/25","No action",21,40,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"pH 6.0 to 8.5","Error - listing should have been reported in 2004.","Previous Data:  [DEQ/ODA - Salem] LASAR 11599 River Mile 0: From 8/16/1994 to 8/29/2001, 7 out of 10 samples (70%) outside pH criteria range 6 to 8.5.
[DEQ/ODA - Salem] LASAR 11602 River Mile 0: From 8/16/1994 to 8/29/2001, 5 out of 6 samples (83%) outs",110864.662649,"Klamath Headwaters"
14207,20911,"Williamson River","Williamson River",NA,NA,1219591424410,1219591424410,0,NA,8796,"18010201; 18010203","Williamson; Upper Klamath Lake","Klamath","0 to 94.6",0,94.6,94.6,"Dissolved Oxygen",6,"January 1 - May 15",41,2004,"2005/04/11","No action",21,4,"Resident trout spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"Spawning: Not less than 11.0 mg/L or 95% of saturation",NA,"Previous Data:  [DEQ] LASAR 10770 River Mile 6.5: From 1/11/1994 to 3/19/2003, 14 out of 28 samples (50%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 21527 River Mile 28.4: From 5/2/2000 to 5/2/2000, 1 out of 1 samples (100%) < 11 mg/l and applic",485572.561296,"Klamath Headwaters"
2129,2168,"Mill Creek","Mill Creek",NA,NA,1224229421050,1224229421050,0,NA,1409,"18010206","Upper Klamath","Klamath","0 to 3.9",0,3.9,3.9,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  FOG Data (Site near mouth): 7 day average of daily maximums of >64 exceeded temperature standard (64) in 1990 - 1992 (min/max) but not in 1993 - 1994;  however BLM Grab sample data at mouth between 1991 - 1995 is <64.
FOG 1997 Temperatur",20368.409472,"Klamath Headwaters"
17394,14769,"South Fork Sprague River","South Fork Sprague River",NA,NA,1211099424390,1211099424390,0,NA,8414,"18010202","Sprague","Klamath","0 to 31.3",0,31.3,31.3,"E. Coli",2,"Summer",1,2004,"2005/04/25","No action",21,1,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",NA,"Previous Data:  [DEQ] LASAR 21533 River Mile 0.9: From 8/17/1999 to 8/23/2000, 2 out of 5 samples (40%) > 406 organisms; maximum 30-day log mean of 0
[DEQ] LASAR 21564 River Mile 10.3: From 8/17/1999 to 8/23/2000, 0 out of 4 samples (0%) > 406 organisms",162359.990366,"Klamath Headwaters"
1965,1984,"Jenny Creek","Jenny Creek",NA,NA,1223747420010,1223747420010,0,NA,1382,"18010206","Upper Klamath","Klamath","0 to 17.8",0,17.8,17.8,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  BLM Data (2 Sites: 40S-4E-33; 40S-4E-21): 7 day average of daily maximums of 81.1/82.2/80.5/84.2/79.9 and 77,8/74.7/75.5/72.0/71.9 exceed temperature standard (64) in 1991/92/93/94/95 respectively.  BLM and FOG data for other sites availa",89863.6988716,"Klamath Headwaters"
28129,24489,"Lost River Diversion Canal","Lost River Diversion Canal",NA,NA,1221913420010,1221913420010,0,NA,31542,"18010204","Lost","Klamath","0 to 237.8",0,237.8,237.8,"Dissolved Oxygen",6,"Year Round (Non-spawning)",71,2010,"2013/01/29","No action",21,8,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010",NA,"Cool water: Not less than 6.5 mg/l","Note: Probable incorrect segment on Klamath River  LLID 1221913420005. See Record 21093 RM 231.1 to 251 that places LASAR Station 11598 at River Mile 248.1.","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences of the cool water aquatic life criterion (6.5mg/l) out of 7 days of sampling between 8/21/01 and 8/28/03 at LASAR station 11598, Lost River Diversion Canal at Klamath River.",150296.123136,"Klamath Headwaters"
2124,2163,"Keene Creek","Keene Creek",NA,NA,1223681420920,1223681420920,0,NA,1378,"18010206","Upper Klamath","Klamath","0 to 7.2",0,7.2,7.2,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  BLM Data (Site at BLM line Section 17 below Lincoln Creek): 7 day average of daily maximums of 63.6/67.1/69.0°F  for years 1995/1996/1997.  Two of three years exceed temperature standard (64).",37882.5830148,"Klamath Headwaters"
2061,2099,"Miners Creek","Miners Creek",NA,NA,1220956422180,1220956422180,0,NA,1292,"18010206","Upper Klamath","Klamath","0 to 4.3",0,4.3,4.3,"Sedimentation",11,"Undefined",72,1998,"1998/12/01","No action",21,5,"Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",22543.4318123,"Klamath Headwaters"
2062,2100,"Spencer Creek","Spencer Creek",NA,NA,1220277421490,1220277421490,0,NA,1259,"18010206","Upper Klamath","Klamath","0 to 18.9",0,18.9,18.9,"Sedimentation",11,"Undefined",72,1998,"1998/12/01","No action",21,5,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",99183.5472897,"Klamath Headwaters"
2060,2098,"Clover Creek","Clover Creek",NA,NA,1220820421970,1220820421970,0,NA,1290,"18010206","Upper Klamath","Klamath","0 to 8.4",0,8.4,8.4,"Sedimentation",11,"Undefined",72,1998,"1998/12/01","No action",21,5,"Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",44160.6755103,"Klamath Headwaters"
2137,2178,"Keene Creek","Keene Creek",NA,NA,1223681420920,1223681420920,0,NA,1379,"18010206","Upper Klamath","Klamath","7.5 to 9.7",7.5,9.7,2.2,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  Temperature data 7 day Ave. Max 72.1°F, exceeded 64°F, 68 times at Little Hyatt Dam and @ Fletcher`s Temperature data 7 day Ave. Max 74.6°F, exceeded 64°F, 70 times in 1997.",11612.0675067,"Klamath Headwaters"
28109,24483,"Williamson River","Williamson River",NA,NA,1219591424410,1219591424410,0,NA,8796,"18010201; 18010203","Williamson; Upper Klamath Lake","Klamath","0 to 94.6",0,94.6,94.6,"Sedimentation",11,"Year Round",3,2010,"2013/01/29","No action",21,5,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010",NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 31491 (ORSE04-R014) 1 out of 1 (100%) samples outside the East Cascades Ecoregion criteria, data collected in 2004.",485572.561296,"Klamath Headwaters"
2120,2159,"Johnson Creek","Johnson Creek",NA,NA,1223226421640,1223226421640,0,NA,1362,"18010206","Upper Klamath","Klamath","0 to 9.4",0,9.4,9.4,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  FOG Data (Site near mouth): 7 day average of daily maximums of greater than 64 exceed temperature standard (64) in 1990 - 1991.  BLM Grab sample data also available.",49316.8571472,"Klamath Headwaters"
14214,11587,"Klamath River","Klamath River",NA,NA,1221913420010,1221913420010,0,NA,8877,"18010206","Upper Klamath","Klamath","207 to 231.1",207,231.1,24.1,"Dissolved Oxygen",6,"January 1 - May 15",41,2004,"2006/01/05","No action",21,4,"Resident trout spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"Spawning: Not less than 11.0 mg/L or 95% of saturation",NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 10764 River Mile 219.3: From 3/29/1994 to 3/20/2003, 4 out of 23 samples (17%) < 8 mg/l and applicable % saturation.",114925.016655,"Klamath Headwaters"
18139,15514,"Klamath River/Ewauna, Lake","Klamath River","Ewauna, Lake",NA,0,1221913420010,1218317421620,NA,11652,"18010204; 18010206","Lost; Upper Klamath","Klamath","232.7 to 253.7",232.7,253.7,21,"pH",10,"FallWinterSpring",2,2004,"2005/04/25","No action",21,40,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004",NA,"pH 6.0 to 8.5","Error - listing should have been reported in 2004.","Previous Data:  [DEQ/ODA - Salem] LASAR 11599 River Mile 0: From 4/8/1997 to 3/23/1998, 3 out of 9 samples (33%) outside pH criteria range 6 to 8.5.",110864.662649,"Klamath Headwaters"
2140,2181,"South Fork Keene Creek","South Fork Keene Creek",NA,NA,1224296421060,1224296421060,0,NA,1415,"18010206","Upper Klamath","Klamath","0 to 3.1",0,3.1,3.1,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  Temperature data 7 day Ave. Max 66.8°F, exceeded 64°F, 18 times",16306.2245437,"Klamath Headwaters"
2139,2180,"Hoxie Creek","Hoxie Creek",NA,NA,1224003422280,1224003422280,0,NA,1399,"18010206","Upper Klamath","Klamath","0.8 to 4.4",0.8,4.4,3.6,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  Temperature data 7 day Ave. Max 70.2°F, exceeded 64°F, 24 times",18945.8748102,"Klamath Headwaters"
2119,2158,"Grizzly Creek","Grizzly Creek",NA,NA,1223412421960,1223412421960,0,NA,1368,"18010206","Upper Klamath","Klamath","0 to 3",0,3,3,"Temperature",12,"Summer",1,1998,"1998/12/01","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998",NA,"Rearing: 17.8 C",NA,"Previous Data:  FOG Temperature data for 1997 shows 7 day Ave. Max 66.2°F, exceeded 64°F, 28 times",15646.2567247,"Klamath Headwaters"
11443,1963,"Sprague River","Sprague River",NA,NA,1218738425720,1218738425720,0,NA,1221,"18010202","Sprague","Klamath","0 to 79.2",0,79.2,79.2,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  TMDL Approval Date: 8/7/2002",408813.69157,"Klamath Headwaters"
11424,2008,"Klamath River/Upper Klamath Lake","Klamath River","Upper Klamath Lake",NA,0,1221913420010,1218742423880,NA,1322,"18010203","Upper Klamath Lake","Klamath","254.9 to 278.5",254.9,278.5,23.6,"Dissolved Oxygen",6,"Summer",1,2002,"2002/11/04","No action",21,8,"Resident fish and aquatic life; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Cool water: Not less than 6.5 mg/l",NA,"Previous Data:  Approval Date: 8/7/2002",124590.763826,"Klamath Headwaters"
11427,1946,"Boulder Creek","Boulder Creek",NA,NA,1209522425170,1209522425170,0,NA,1050,"18010202","Sprague","Klamath","0 to 4.8",0,4.8,4.8,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,20,"Salmonid fish rearing; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Bull Trout: 10.0 C",NA,"Previous Data:  Approval Date: 8/7/2002",25111.3279142,"Klamath Headwaters"
11421,2007,"Klamath River/Agency Lake","Klamath River","Agency Lake",NA,0,1221913420010,1219568425430,NA,1323,"18010203","Upper Klamath Lake","Klamath","275 to 282",275,282,7,"Dissolved Oxygen",6,"Summer",1,2002,"2002/11/04","No action",21,8,"Salmonid fish rearing; Resident fish and aquatic life","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Cool water: Not less than 6.5 mg/l",NA,"Previous Data:  TMDL Approved: 8/7/2002",36954.8874067,"Klamath Headwaters"
11426,2086,"Klamath River/Upper Klamath Lake","Klamath River","Upper Klamath Lake",NA,0,1221913420010,1218742423880,NA,1322,"18010203","Upper Klamath Lake","Klamath","254.9 to 278.5",254.9,278.5,23.6,"pH",10,"Summer",1,2002,"2002/11/04","No action",21,16,"Water contact recreation; Salmonid fish rearing; Resident fish and aquatic life; Anadromous fish passage; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"pH 6.5 to 8.5",NA,"Previous Data:  Approval Date: 8/7/2002",124590.763826,"Klamath Headwaters"
11423,2085,"Klamath River/Agency Lake","Klamath River","Agency Lake",NA,0,1221913420010,1219568425430,NA,1323,"18010203","Upper Klamath Lake","Klamath","275 to 282",275,282,7,"pH",10,"Summer",1,2002,"2002/11/04","No action",21,16,"Anadromous fish passage; Water contact recreation; Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"pH 6.5 to 8.5",NA,"Previous Data:  TMDL Approved: 8/7/2002",36954.8874067,"Klamath Headwaters"
11447,1966,"Trout Creek","Trout Creek",NA,NA,1215987425000,1215987425000,0,NA,1187,"18010202","Sprague","Klamath","0 to 1.4",0,1.4,1.4,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",7291.00466785,"Klamath Headwaters"
11446,1965,"Sycan River","Sycan River",NA,NA,1212872424610,1212872424610,0,NA,1146,"18010202","Sprague","Klamath","0 to 64.1",0,64.1,64.1,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",331673.566619,"Klamath Headwaters"
11442,1964,"South Fork Sprague River","South Fork Sprague River",NA,NA,1211099424390,1211099424390,0,NA,1098,"18010202","Sprague","Klamath","0 to 27.7",0,27.7,27.7,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",144041.679749,"Klamath Headwaters"
11439,1962,"North Fork Sprague River","North Fork Sprague River",NA,NA,1211099424390,1211099424390,0,NA,1100,"18010202","Sprague","Klamath","0 to 33.5",0,33.5,33.5,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",171127.897783,"Klamath Headwaters"
11440,1960,"Paradise Creek","Paradise Creek",NA,NA,1209923425020,1209923425020,0,NA,1057,"18010202","Sprague","Klamath","0 to 8.6",0,8.6,8.6,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",44567.9291365,"Klamath Headwaters"
11430,1949,"Buckboard Creek","Buckboard Creek",NA,NA,1208017423900,1208017423900,0,NA,1016,"18010202","Sprague","Klamath","0 to 5",0,5,5,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",26289.08097,"Klamath Headwaters"
11429,1948,"Brownsworth Creek","Brownsworth Creek",NA,NA,1209141423920,1209141423920,0,NA,1033,"18010202","Sprague","Klamath","3.2 to 8.8",3.2,8.8,5.6,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,20,"Salmonid fish rearing; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Bull Trout: 10.0 C",NA,"Previous Data:  Approval Date: 8/7/2002",29523.4715937,"Klamath Headwaters"
11428,1947,"Brownsworth Creek","Brownsworth Creek",NA,NA,1209141423920,1209141423920,0,NA,1032,"18010202","Sprague","Klamath","0 to 3.2",0,3.2,3.2,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",16850.9701901,"Klamath Headwaters"
11451,2186,"Fourmile Creek","Fourmile Creek",NA,NA,1219837425320,1219837425320,0,NA,3279,"18010203","Upper Klamath Lake","Klamath","0 to 1",0,1,1,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",5282.11573913,"Klamath Headwaters"
18159,2156,"Sprague River","Sprague River",NA,NA,1218738425720,1218738425720,0,NA,1221,"18010202","Sprague","Klamath","0 to 79.2",0,79.2,79.2,"pH",10,"Summer",1,2004,"2006/01/31","No action",21,28,"Resident fish and aquatic life; Salmonid fish rearing; Anadromous fish passage; Water contact recreation; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: No status change","Previous Assessment Year: 2004",NA,"pH 6.5 to 9.0",NA,"Previous Data:  TMDL Approved: 8/7/2002",408813.69157,"Klamath Headwaters"
11433,2172,"Deming Creek","Deming Creek",NA,NA,1210743424270,1210743424270,0,NA,1079,"18010202","Sprague","Klamath","0 to 6.7",0,6.7,6.7,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",35035.278153,"Klamath Headwaters"
11452,1977,"Rock Creek","Rock Creek",NA,NA,1220800425540,1220800425540,0,NA,1289,"18010203","Upper Klamath Lake","Klamath","0 to 5.7",0,5.7,5.7,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",30089.2258119,"Klamath Headwaters"
11448,1971,"Williamson River","Williamson River",NA,NA,1219591424410,1219591424410,0,NA,1238,"18010201; 18010203","Williamson; Upper Klamath Lake","Klamath","0 to 12.5",0,12.5,12.5,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",64153.7684496,"Klamath Headwaters"
11450,1973,"Williamson River","Williamson River",NA,NA,1219591424410,1219591424410,0,NA,1240,"18010201","Williamson","Klamath","35.6 to 94.6",35.6,94.6,59,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",302806.104935,"Klamath Headwaters"
11449,1972,"Williamson River","Williamson River",NA,NA,1219591424410,1219591424410,0,NA,1239,"18010201","Williamson","Klamath","12.5 to 35.6",12.5,35.6,23.1,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",118612.687912,"Klamath Headwaters"
11431,2185,"Calahan Creek","Calahan Creek",NA,NA,1212668428380,1212668428380,0,NA,1138,"18010202","Sprague","Klamath","0 to 7",0,7,7,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",36762.7040425,"Klamath Headwaters"
11432,1952,"Coyote Creek","Coyote Creek",NA,NA,1211088428620,1211088428620,0,NA,1096,"18010202","Sprague","Klamath","0 to 10.4",0,10.4,10.4,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",54597.7741354,"Klamath Headwaters"
11434,1953,"Deming Creek","Deming Creek",NA,NA,1210743424270,1210743424270,0,NA,1080,"18010202","Sprague","Klamath","6.7 to 12.5",6.7,12.5,5.8,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,20,"Salmonid fish rearing; Salmonid fish spawning","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Bull Trout: 10.0 C",NA,"Previous Data:  Approval Date: 8/7/2002",30309.8574374,"Klamath Headwaters"
11435,1954,"Fishhole Creek","Fishhole Creek",NA,NA,1210372424180,1210372424180,0,NA,1065,"18010202","Sprague","Klamath","0 to 25.6",0,25.6,25.6,"Temperature",12,"Summer",1,2002,"2002/11/04","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002",NA,"Rearing: 17.8 C",NA,"Previous Data:  Approval Date: 8/7/2002",133610.066069,"Klamath Headwaters"
